lsoa11,r_dec,h_dec,e_dec,ahah_dec,r_dom,h_dom,e_dom,ahah
E01005980,8,6,7,7,31.02852946,16.98872594,25.2894913,24.36111367
E01005981,8,6,7,8,31.40053369,18.91662173,26.92084865,25.67770756
E01005982,7,8,7,8,26.1398172,32.03569245,24.35469175,27.55532339
E01005983,8,6,6,7,33.67659846,20.0238891,16.11504058,23.23936318
E01005984,6,7,7,7,20.5097533,26.43497009,23.15219961,23.39633429
E01005985,6,5,7,5,17.67997426,12.02416301,26.08563512,18.53086652
E01005986,9,3,8,8,38.06996074,5.86669015,33.73548628,25.69047217
E01005987,6,4,7,4,16.46633017,10.50618285,26.45386573,17.73576682
E01005988,6,4,7,4,19.40976148,8.220045232,26.05690272,17.79881456
E01005989,6,6,7,6,19.67954685,17.46738652,26.17883956,21.07217893
E01005990,6,5,8,5,15.75931853,12.7674165,27.66403681,18.67062887
E01005991,7,3,7,5,20.87224286,7.947887785,26.31337938,18.27353719
E01005992,9,1,8,8,42.32447209,1.773898056,31.13149588,24.84359477
E01005993,5,7,7,6,15.36865022,25.87017425,24.55318839,21.97006598
E01005994,8,4,7,6,30.59444983,8.924492149,21.5647516,20.2468638
E01005995,4,8,8,7,10.02502993,32.15428526,27.22093348,23.22362491
E01005996,8,6,8,7,27.77297434,15.78199849,29.85746903,24.3839258
E01005997,10,2,8,9,56.99768724,4.413167056,30.13611856,30.25463272
E01005998,10,4,8,9,50.7698355,8.275333095,31.17998649,29.85705451
E01005999,10,2,8,9,56.06989454,2.636098634,31.63828219,29.83997186
E01006000,10,1,8,10,79.97959965,0.677423408,32.8539958,37.46541046
E01006001,9,6,7,8,41.13596251,17.77522303,23.73108036,27.44969998
E01006002,10,2,8,9,63.30768617,4.423715448,27.70936476,31.53969006
E01006003,10,4,7,9,59.20809349,9.644577865,23.16560171,30.46247589
E01006004,10,3,7,9,53.07809059,6.264706861,25.6285112,28.10317892
E01006005,6,6,6,5,20.55890902,19.85816772,17.80588053,19.41215758
E01006006,7,7,6,6,22.46294723,23.50170632,19.96419544,21.99153723
E01006007,8,5,6,6,30.67896075,14.57179295,19.57227192,21.53731638
E01006008,6,5,8,6,17.20036282,13.67605888,31.60816011,20.75667259
E01006009,7,3,8,5,24.52314645,5.188702155,29.74417158,19.67237368
E01006010,8,1,8,7,35.31948658,0.745320825,34.34007156,23.24106327
E01006011,7,2,8,5,23.84586378,2.943197061,30.19468216,18.83406716
E01006012,8,2,8,7,31.73320924,2.70881711,34.03698723,22.62516265
E01006013,7,3,7,5,23.8381937,7.328346396,24.57693346,18.46862974
E01006014,6,4,8,5,18.16260894,8.491526355,30.88222961,19.07191569
E01006015,5,4,8,3,12.11703361,9.24102757,27.40646391,16.18470355
E01006016,9,1,8,8,42.49642692,1.645557794,35.16336315,26.18722037
E01006017,5,7,5,4,12.83575922,25.56063688,12.18993724,16.94909637
E01006018,7,5,6,6,26.08394399,14.03478387,20.44349311,20.12588076
E01006019,5,6,6,4,15.14054743,18.86220091,15.95118202,16.67341903
E01006020,5,6,6,3,15.18472394,15.75392184,16.53879985,15.82509627
E01006021,8,4,7,6,29.39977522,10.54057045,21.84573158,20.4948112
E01006022,10,2,5,8,62.17569644,2.677623892,13.67901704,25.94244757
E01006023,9,3,6,6,37.7027138,6.299738055,19.81048551,21.12126671
E01006024,6,8,5,5,17.79172584,27.57725676,12.14653635,19.25589382
E01006025,5,5,4,2,14.96468506,13.20179181,11.43886742,13.20178153
E01006026,9,5,5,6,36.68310572,15.05035467,14.15427074,21.89345482
E01006027,5,7,4,3,12.95298323,24.32334129,10.75058732,16.09211432
E01006028,10,2,6,9,66.01154157,4.279752707,17.20840906,28.91769963
E01006029,10,1,6,9,73.3665835,1.997115734,18.35998511,30.94878699
E01006030,8,4,4,3,27.61518275,10.77491047,10.78012592,16.33392142
E01006031,7,6,7,7,22.49475346,19.44014485,26.94014787,22.92316669
E01006032,7,6,6,5,24.88626578,17.36182499,16.04498476,19.41033317
E01006033,9,5,7,8,38.6408217,14.84196171,22.81232471,25.3258053
E01006034,6,6,5,4,20.44613985,17.71755628,13.54137352,17.23984855
E01006035,7,6,6,6,26.56411297,18.447176,18.42898395,21.11976182
E01006036,8,5,7,7,31.31758046,14.05181547,23.10312526,22.73645015
E01006037,6,8,4,6,16.64064256,31.73320924,11.5347893,20.08718365
E01006038,6,7,5,5,17.13036443,25.02634975,14.95321703,19.0965408
E01006039,10,3,6,7,50.95857147,5.689735714,18.12429323,24.73185549
E01006040,10,2,6,9,62.99416054,3.711468332,20.20259578,28.71682882
E01006041,10,1,6,9,67.82788036,0.864202094,17.57109878,28.47549183
E01006042,8,5,4,4,27.93368857,12.49324855,11.34512579,17.20971325
E01006043,9,4,5,5,36.9744936,8.66294296,13.43184873,19.57949357
E01006044,7,6,5,5,23.0912442,19.1856622,13.16126118,18.48645192
E01006045,5,7,4,4,15.57975053,26.04677044,10.1608737,17.35030795
E01006046,8,4,5,4,29.89535921,10.96779774,12.87381533,17.84287883
E01006047,2,5,5,1,4.371021798,15.10170021,13.59928004,11.06477768
E01006048,4,3,6,1,8.393360902,6.921214562,18.77834847,11.31987705
E01006049,3,5,5,1,5.131508238,13.89201516,13.81252943,10.97481758
E01006050,5,4,4,1,13.33838367,10.70461737,10.98533369,11.66639663
E01006051,2,9,4,4,4.265340379,40.15815343,9.122624583,18.0718006
E01006052,4,5,5,2,11.31218385,14.36157653,15.27967457,13.6582493
E01006053,4,8,7,7,11.00902844,32.60116745,24.78695394,22.89707112
E01006054,4,3,8,3,10.308594,6.420251696,30.63357482,15.69380129
E01006055,5,4,9,5,12.04436033,8.466356071,37.80664233,19.32939194
E01006056,3,8,6,4,6.972726616,29.07201095,17.67293446,18.01755188
E01006057,3,7,5,3,7.299932715,25.05705664,14.03578538,15.56018623
E01006058,4,2,7,2,11.50875224,3.072789423,24.28108584,12.85539497
E01006059,4,5,5,2,9.47803494,14.38800299,13.67310111,12.53179591
E01006060,9,2,5,6,47.69109228,3.910515751,14.19054067,21.75051423
E01006061,3,7,5,3,5.20916307,24.75022122,13.40844683,14.55888648
E01006062,2,8,5,4,4.611094136,35.77884684,12.56265897,17.83214645
E01006063,4,7,6,4,10.20831241,23.58498854,17.92180442,17.30183466
E01006064,7,4,8,6,23.47904523,11.31040454,27.66041443,20.72155923
E01006065,7,5,6,5,22.64425229,13.42989766,19.10312099,18.34279839
E01006066,9,2,7,7,47.36032647,2.82909219,21.97690796,23.84317871
E01006067,4,4,5,1,10.61122618,9.198786722,13.62484452,11.12549082
E01006068,9,2,5,4,37.46294922,4.171879741,12.65490445,17.95733083
E01006069,5,4,5,2,13.93684689,11.11463481,12.63039508,12.54616569
E01006070,7,4,5,4,25.9944913,9.436996967,15.08597001,16.7651312
E01006071,4,8,5,5,10.85152255,30.58827828,13.21338512,18.34143415
E01006072,4,9,5,5,9.743257245,36.06937154,12.77974114,19.69617579
E01006073,3,4,4,1,7.035432466,9.299643265,10.82973179,9.057382915
E01006074,5,6,6,3,12.88333921,17.69406032,16.97165124,15.86812736
E01006075,10,1,7,9,78.03835084,1.414136121,20.75524787,33.08269386
E01006076,9,3,6,7,49.76806434,5.085312343,19.91758648,24.72527097
E01006077,10,1,8,10,72.1570201,0.649984677,28.73746193,33.51617386
E01006078,10,1,8,9,62.93532266,2.102983822,32.59218907,32.23909337
E01006079,7,5,7,5,21.1844372,13.11117916,20.74988308,18.29612661
E01006080,10,1,7,8,53.97582889,2.310177143,22.15013113,25.90702703
E01006081,5,8,6,6,11.70792019,28.05312322,20.28655743,20.09623951
E01006082,9,3,8,8,46.55982059,5.618083122,28.99895128,26.84454298
E01006083,8,3,6,5,32.22043534,7.794675606,19.46803158,19.70738379
E01006084,8,4,7,5,28.24737592,8.706593264,22.19578352,19.60648432
E01006085,8,5,8,7,27.52858649,12.46516876,27.76205734,22.48406985
E01006086,6,5,8,5,17.70932996,14.77360432,27.80028954,20.04119991
E01006087,3,9,6,7,6.693738576,44.10846794,17.5512524,22.99772612
E01006088,10,2,6,8,53.71573683,4.132778309,19.84656025,25.68070266
E01006089,9,2,9,9,40.16751021,3.184363472,41.89676332,28.16389384
E01006090,7,5,9,7,23.36306848,13.27628397,37.07517601,24.45855723
E01006091,5,6,9,7,14.65498001,15.8404213,39.37341174,23.21511252
E01006092,7,5,9,8,25.61028135,12.99697706,40.28636005,26.16486386
E01006093,8,5,8,7,27.86415144,11.73599621,28.34232249,22.53837511
E01006094,8,4,9,8,33.68836397,9.907553584,37.25862207,26.78107361
E01006095,6,7,8,8,18.6849914,25.69159847,32.40667416,25.59539311
E01006096,8,4,9,9,34.47119753,9.317583454,42.44470535,28.55022632
E01006097,9,3,8,8,41.47686324,6.529834645,32.7204631,26.70526147
E01006098,9,3,9,8,37.91387082,5.354274679,36.71798537,26.44896593
E01006099,10,1,9,9,52.16672655,1.873428767,39.58838543,30.91615273
E01006100,8,3,9,7,28.48829729,5.934897031,37.03702811,23.64122237
E01006101,7,5,8,7,22.90786828,15.17946038,34.53948422,24.11864285
E01006102,7,3,9,7,25.68162581,5.713437115,36.73141472,22.538872
E01006103,8,3,8,7,27.2440431,6.684278746,35.4157016,22.95037053
E01006104,3,4,9,6,6.309756775,8.427867378,49.01799794,21.12363396
E01006105,3,5,10,7,5.323396052,11.82679835,55.04069012,23.94125988
E01006106,2,6,9,7,4.697683517,18.97737866,49.45761963,24.32355878
E01006107,2,9,8,7,4.617743296,36.06676127,30.73271438,23.92834987
E01006108,2,7,10,9,4.611758965,20.74049769,59.36568557,28.16432591
E01006109,9,1,9,8,38.63498401,0.721169026,40.17375018,26.25207975
E01006110,9,2,9,9,47.75608447,3.349284429,42.57595992,30.94833136
E01006111,9,2,10,9,37.66071404,5.000634711,51.22946774,31.03397579
E01006112,9,2,9,9,38.89030305,2.86480473,44.37286719,28.45087979
E01006113,9,1,10,9,41.02883963,1.579032882,54.72718337,32.13635877
E01006114,9,2,9,9,41.91695105,4.064510352,39.22321858,28.1581895
E01006115,10,1,9,10,57.85652992,2.081532951,46.53923464,35.15832351
E01006116,9,2,8,7,36.70456386,3.041719953,33.51484609,24.20659007
E01006117,9,2,9,9,46.0224352,3.445141987,44.17892535,30.93779726
E01006118,9,1,9,9,48.59562054,2.276516108,41.7192037,30.57790747
E01006119,9,3,9,9,38.84313464,5.25150673,41.35828648,28.25198126
E01006120,9,1,8,7,39.77163304,1.965094554,32.90626166,24.6518374
E01006121,5,7,10,9,13.14969411,22.90492255,58.65790121,31.48418012
E01006122,7,5,8,7,25.24868607,13.18827366,31.64043528,23.25742309
E01006123,8,2,8,6,29.24015825,3.524272683,32.07296132,21.43158217
E01006124,6,4,7,5,19.43761137,8.929304395,26.87179629,18.31806802
E01006125,6,5,7,4,15.77443602,12.64170386,22.96981588,17.08378244
E01006126,7,4,7,5,21.76570139,8.212268875,25.01020468,18.22822042
E01006127,5,7,9,8,14.4358511,20.70433276,43.73386885,26.23548072
E01006128,8,2,8,5,27.05099287,3.806282565,27.92819115,19.4372668
E01006129,7,3,7,5,26.44355709,5.647969202,23.99053931,18.56356134
E01006130,7,3,8,5,25.75652637,6.797323185,27.1535151,19.77140357
E01006131,7,5,7,6,24.56584938,14.91988797,22.24581979,20.52061274
E01006132,6,7,7,6,19.31759132,20.97899771,23.74176927,21.34244822
E01006133,6,5,6,4,19.67058813,12.53824765,20.58019813,17.54576367
E01006134,6,6,6,4,16.1260061,17.36413982,16.34088541,16.61788174
E01006135,7,4,5,3,22.34047111,8.356558807,13.98676263,14.82921713
E01006136,7,6,6,5,21.70411358,18.39264297,17.97879735,19.34885922
E01006137,5,8,5,5,12.27884115,28.84017605,14.0608373,18.49775375
E01006138,5,5,4,1,11.76592131,11.56625264,10.6500931,11.32981065
E01006139,8,5,6,6,34.9485445,11.64555115,16.05591693,20.79095966
E01006140,6,5,5,3,20.00700344,11.84409135,13.98776205,15.24526367
E01006141,9,3,8,8,37.28337593,6.659556031,34.00355642,25.78893673
E01006142,8,5,7,6,28.88215441,13.17958762,24.71195387,22.16711552
E01006143,8,4,7,6,28.23066125,11.11992788,22.25870388,20.44226597
E01006144,8,5,6,6,32.73174941,15.09855331,18.51765427,22.04581134
E01006145,8,2,9,8,32.52272518,4.795990459,41.19134235,25.95627904
E01006146,9,3,9,8,41.03531774,5.996950915,36.78251788,27.71884907
E01006147,9,4,8,8,39.26217455,10.32052088,34.79738034,27.94863021
E01006148,8,4,9,8,34.33765034,10.79403958,36.15567721,26.93277155
E01006149,10,2,9,10,57.00417282,4.786609769,40.095872,33.67046211
E01006150,9,1,9,9,48.71744922,2.368599687,36.31343117,28.86551442
E01006151,8,3,8,7,28.95484343,7.015495603,34.80973353,23.4275789
E01006152,7,5,8,7,25.33855333,13.70861956,29.95131139,22.90658601
E01006153,8,4,8,8,35.45633392,10.84193207,31.65982214,25.8345884
E01006154,9,5,8,8,39.5094293,14.14118731,27.86415144,27.04128533
E01006155,7,5,8,6,21.68175884,12.22693878,29.05276221,20.89955113
E01006156,7,4,8,6,24.42696039,9.009657096,32.77695013,21.94057388
E01006157,5,7,10,9,13.92388652,25.96250789,59.50989419,33.06040032
E01006158,6,5,10,9,19.74235573,12.26956427,54.77423218,28.76212586
E01006159,8,2,9,8,30.229082,2.742504335,42.86878726,25.05474833
E01006160,10,1,9,10,74.92433957,1.320602115,40.41843889,38.51212161
E01006161,9,2,9,9,46.26921288,4.907511256,36.64024939,29.02867638
E01006162,9,3,8,9,45.14991231,5.386570013,34.66438692,28.17015255
E01006163,9,2,9,9,48.34052649,3.517298247,37.61599866,29.5615347
E01006164,7,6,7,7,25.9406501,16.07451354,25.33855333,22.38747174
E01006165,10,4,8,10,57.75578024,10.36316745,33.08440073,33.50073665
E01006166,6,4,7,3,18.23823005,8.653430257,21.6859487,16.11714528
E01006167,7,6,7,7,26.8088823,16.89440452,23.26711527,22.26917674
E01006168,5,8,6,6,14.77981024,27.356366,19.5926667,20.64408183
E01006169,9,5,8,8,39.89769725,12.78068946,28.93760683,27.06108477
E01006170,10,4,8,9,53.26477842,11.49350282,32.09491242,32.07648894
E01006171,7,4,7,4,21.07536657,11.19592936,20.8992226,17.65823041
E01006172,8,5,8,7,27.46385259,12.72575125,31.24338913,23.70014519
E01006173,9,2,7,7,41.55956937,4.049583434,26.56065973,23.85653397
E01006174,10,2,8,9,51.18409621,3.948594874,33.0180083,29.12921675
E01006175,8,2,6,3,27.40288186,2.764580902,18.92405274,16.22784592
E01006176,9,4,6,6,37.95916964,9.536434961,16.95004147,21.36242755
E01006177,6,3,6,3,20.3615947,6.689372017,19.18440937,15.32456783
E01006178,8,4,6,6,34.34249304,9.28660464,20.08894972,21.11982169
E01006179,9,4,7,7,39.72874449,8.536429267,21.74188655,23.18769419
E01006180,9,3,7,7,38.26442073,5.228959272,23.99208332,22.32249249
E01006181,9,2,9,8,39.69815871,4.287617785,40.23937225,27.83717526
E01006182,7,4,8,6,22.49764712,8.661357237,29.80572025,20.20497269
E01006183,8,3,8,6,32.16309429,5.765806138,28.71469873,22.05004578
E01006184,7,4,7,5,22.48607467,9.733287167,26.18733145,19.37154166
E01006185,9,3,9,9,35.90031689,6.216180375,49.41094596,30.26621807
E01006186,8,3,9,9,34.85178409,7.510124946,45.8221146,29.17582905
E01006187,9,2,9,9,46.71273202,3.25633175,42.71493665,30.61828345
E01006188,9,2,10,9,36.53612044,4.651017962,53.38084722,31.25394544
E01006189,9,2,9,9,36.54677867,3.7992221,45.33662584,28.313259
E01006190,7,3,8,6,26.12117771,5.131508238,33.62020765,21.45936997
E01006191,8,4,7,6,28.3721906,11.26330313,23.56982387,20.97038784
E01006192,9,3,7,6,35.94441133,5.23715579,21.60925562,20.77334306
E01006193,8,4,7,6,29.50353479,9.320030928,22.28306019,20.25838686
E01006194,9,2,6,7,45.46194895,3.468536321,18.30324663,22.22181689
E01006195,6,3,8,5,16.41629228,6.725785363,34.44929122,19.07240958
E01006196,6,5,8,6,16.16992054,11.8723342,33.53354179,20.4387362
E01006197,9,1,8,7,40.02135623,0.777937898,27.82763721,22.65466672
E01006198,10,1,9,10,59.47375718,0.739701864,44.01608845,34.40314769
E01006199,8,3,9,8,34.5541435,5.849845388,37.64393558,25.81431353
E01006200,9,2,8,7,41.44056655,3.742176089,29.55264093,24.70009834
E01006201,10,1,9,9,56.59911208,0.528862241,40.75519297,32.30673383
E01006202,10,1,9,9,51.36612184,0.594088633,41.44056655,30.8281973
E01006203,8,2,7,5,28.03286755,3.758185965,26.38008906,19.23405891
E01006204,9,2,8,8,42.49987917,3.767797242,29.92132008,25.18004681
E01006205,8,3,6,5,31.88504167,6.049970219,20.18426996,19.23986271
E01006206,5,4,7,3,13.96179122,9.151763271,23.17156071,15.36560565
E01006207,4,4,7,3,11.5347893,10.62072092,23.63358278,15.2166079
E01006208,5,4,6,2,12.36902154,9.590855616,17.91469022,13.25451579
E01006209,6,5,6,4,19.29492109,14.79947338,15.78956345,16.60970085
E01006210,6,4,8,5,16.94435806,10.5379896,32.75433867,19.98348638
E01006211,7,5,8,7,22.20292489,11.97924172,32.78600094,22.21928771
E01006212,5,6,10,9,11.56985119,20.58685502,55.76671586,29.22059784
E01006213,6,3,8,5,17.42208652,7.658410866,35.1458027,19.95126314
E01006214,5,5,10,8,11.58515132,12.03609565,52.09849801,25.1078768
E01006215,4,7,9,8,11.22959157,22.75079928,45.75440111,26.53998934
E01006216,3,6,10,8,5.839323674,16.11504058,57.31107617,26.31874574
E01006217,6,5,8,5,17.05372565,12.54575607,30.38554058,19.92051492
E01006218,6,2,9,6,17.84839696,4.370363891,40.82891782,20.8494376
E01006219,5,5,10,8,14.49912253,15.32306016,53.28684165,27.57920863
E01006220,5,9,10,10,11.86230858,36.02503711,52.31437138,33.426817
E01006221,9,7,9,10,36.86884385,20.79014958,50.03000807,35.74527199
E01006222,5,9,10,10,14.69101834,37.76164262,55.55867119,36.02135604
E01006223,10,4,9,10,71.93248614,8.290931163,40.06479442,39.77801918
E01006224,6,9,9,10,17.39657199,37.22565832,49.23907228,34.64648644
E01006225,9,6,7,9,49.51843734,18.65558877,25.81328012,31.20236694
E01006226,9,7,9,9,37.04792105,25.51934818,36.92838147,33.08875821
E01006227,5,7,9,8,12.762678,24.64672742,46.4775871,27.92917481
E01006228,6,5,10,9,18.76358267,15.19209494,53.07262264,28.87126003
E01006229,7,4,4,3,26.22473305,10.47013112,11.19238883,15.9074948
E01006230,5,6,4,2,13.94382857,17.05486764,10.16341258,13.75404458
E01006231,3,7,6,4,5.83371406,26.66621742,20.48057529,17.75022941
E01006232,3,8,4,4,6.745472567,34.23618847,10.05702017,17.18512668
E01006233,4,7,4,2,10.1481835,22.43695662,9.830680273,14.2215903
E01006234,4,3,9,4,9.134761217,5.270655256,39.56406236,17.86263457
E01006235,3,4,6,2,6.678459245,9.749906365,20.47129914,12.27438843
E01006236,3,7,6,4,6.282573252,25.5325525,18.48846465,16.85551036
E01006237,6,7,4,4,16.39741737,25.86682364,11.31841249,17.94094389
E01006238,9,3,5,5,38.73735806,5.409960895,11.70158518,18.48423797
E01006239,9,4,9,9,49.64055736,8.595645923,41.53638166,33.01090949
E01006240,7,7,8,8,24.29672696,25.07485307,30.51434854,26.61310496
E01006241,7,7,9,9,26.42810279,22.40811258,37.80945774,28.81715325
E01006242,10,3,9,10,55.33438762,7.305911626,47.35606195,36.37185831
E01006243,7,8,9,9,23.56830796,27.74023887,43.49469231,31.56247131
E01006244,10,2,9,10,79.92682045,2.673956882,45.72260479,42.37345567
E01006245,7,7,7,7,25.32545989,21.54530813,21.11757008,22.65160465
E01006246,5,7,6,5,15.53374053,21.18853743,17.83894207,18.21708798
E01006247,6,7,9,9,17.5559206,25.72320712,42.50333193,28.56544375
E01006248,2,7,4,2,4.102845498,25.34182786,11.34245306,13.71317
E01006249,3,7,5,3,7.308154119,26.34243417,12.19548367,15.39262809
E01006250,6,6,9,8,15.69248883,19.69875584,47.35179822,27.50219171
E01006251,3,9,7,8,6.977147307,42.83723398,25.95746194,25.43308061
E01006252,6,3,5,2,18.29480818,7.666002168,14.48992716,13.4254034
E01006253,7,6,7,6,22.67776866,17.53375511,22.95357538,21.01982027
E01006254,7,4,6,4,24.21239101,11.50426606,15.98495056,17.17657318
E01006255,9,1,7,7,43.68292618,0.982565412,23.89501293,22.63479214
E01006256,8,6,7,7,31.1842079,16.04279895,25.56724995,24.18253273
E01006257,9,2,8,8,43.2579774,2.488316569,30.86556873,25.30679786
E01006258,8,3,7,6,35.2790951,5.699492157,24.79334823,21.76173363
E01006259,4,8,6,6,11.24111891,30.399817,19.00595267,20.3174714
E01006260,8,3,6,5,33.37046736,7.795439133,17.78818853,19.53280575
E01006261,8,6,8,8,28.61065469,20.43952356,31.9155288,26.92307856
E01006262,6,7,9,9,20.18819569,23.25963576,43.71202246,28.99534815
E01006263,7,6,10,10,26.52098472,19.91629314,54.03276196,33.35427607
E01006264,7,8,7,8,25.38607965,27.54840269,24.37038302,25.7860896
E01006265,10,4,7,9,53.95309507,10.71761841,26.8088823,30.29544279
E01006266,6,5,9,8,20.28130084,15.20262905,44.12698845,26.42362934
E01006267,7,5,9,8,24.08181336,14.50014446,44.19006996,27.45977061
E01006268,8,4,10,9,28.10661018,9.557033699,55.72986509,30.9154283
E01006269,9,2,9,8,39.36738515,2.48649802,39.64930589,26.92091737
E01006270,6,6,7,5,19.02336294,16.00130799,24.62608442,19.84476234
E01006271,9,1,6,6,44.76953727,2.357144403,20.01219771,22.17940164
E01006272,9,1,7,8,50.24656705,2.278918835,26.82110211,26.20716323
E01006273,7,5,6,6,26.35611973,14.1311282,19.99532063,20.1005589
E01006274,8,3,9,9,32.99287502,7.898748757,48.45206168,29.56240369
E01006275,8,3,7,7,34.95351756,7.31039683,25.91209814,22.5711881
E01006276,6,5,9,8,19.1231038,13.74518187,49.67354691,27.37625657
E01006277,5,7,10,9,15.30400275,24.03381066,58.22976781,32.43763991
E01006278,7,7,9,9,25.41234317,23.31054448,37.38542262,28.64884783
E01006279,6,8,8,9,15.72695733,35.00579974,34.4346986,28.45531837
E01006280,8,7,10,10,27.70573524,25.45673097,59.45931826,37.41975618
E01006281,6,9,9,9,17.96810041,36.47227462,40.69127593,31.75816756
E01006282,6,8,9,9,19.11685731,33.99878455,36.16616055,29.80298264
E01006283,7,6,8,7,24.09731951,19.33650027,27.72933739,23.67720687
E01006284,6,8,9,9,16.28559648,31.802494,37.15439851,28.44804631
E01006285,6,8,8,8,15.9468284,30.73685449,30.12200484,25.65324549
E01006286,6,6,8,7,18.50792028,20.31812224,35.56333652,24.75167631
