longitude,latitude,rank,metro_area,pop,year,name,Y,X
886053.5483151034,132148.6722439323,19,Louisville,227,1900,"Louisville, KY, USA",38.2526647,-85.7584557
1796324.3447050054,788287.1398821838,20,Albany,188,1900,"Albany, NY, USA",42.6525793,-73.7562317
1826306.8215123028,572323.5961299175,1,New York,6021,1910,"New York, NY, USA",40.7127753,-74.0059728
688894.5581520521,520848.0215347835,2,Chicago,2283,1910,"Chicago, IL, USA",41.8781136,-87.6297982
1750159.3590360114,467500.28292565123,3,Philadelphia,1746,1910,"Philadelphia, PA, USA",39.9525839,-75.1652215
2017891.0935164597,810721.5487696491,4,Boston,1213,1910,"Boston, MA, USA",42.3600825,-71.0588801
499943.2577844952,141578.9028524153,5,St. Louis,760,1910,"St. Louis, MO, USA",38.6270025,-90.19940419999999
1339643.7539514583,442625.07253996487,6,Pittsburgh,655,1910,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864
-2275432.307784675,349152.707042558,7,San Francisco,604,1910,"San Francisco, CA, USA",37.7749295,-122.4194155
1645401.3846196022,369094.44625939615,8,Baltimore,589,1910,"Baltimore, MD, USA",39.2903848,-76.6121893
1180833.0887593785,537148.6327121885,9,Cleveland,580,1910,"Cleveland, OH, USA",41.49932,-81.6943605
215403.25513338376,839558.563352418,10,Minneapolis,526,1910,"Minneapolis, MN, USA",44.977753,-93.2650108
1057362.9018611417,613370.7849437178,11,Detroit,503,1910,"Detroit, MI, USA",42.331427,-83.0457538
981897.663930694,239101.6451391023,12,Cincinnati,425,1910,"Cincinnati, OH, USA",39.1031182,-84.5120196
1383166.0954311108,728166.9433833254,13,Buffalo,420,1910,"Buffalo, NY, USA",42.88644679999999,-78.8783689
655140.6668297618,648176.321968156,14,Milwaukee,389,1910,"Milwaukee, WI, USA",43.0389025,-87.9064736
-2019682.8348270983,-148521.17823670604,15,Los Angeles,374,1910,"Los Angeles, CA, USA",34.0522342,-118.2436849
121789.91892274926,180212.1714247109,16,Kansas City,357,1910,"Kansas City, MO, USA",39.0997265,-94.5785667
1618357.9362595072,319724.89159618074,17,"Washington, DC",357,1910,"Washington, DC, USA",38.9071923,-77.0368707
571370.0657730749,-825013.831012461,18,New Orleans,344,1910,"New Orleans, LA, USA",29.95106579999999,-90.0715323
1796324.3447050054,788287.1398821838,19,Albany,283,1910,"Albany, NY, USA",42.6525793,-73.7562317
2005241.5662940776,745291.7254146772,20,Providence,274,1910,"Providence, RI, USA",41.8239891,-71.4128343
1826306.8215123028,572323.5961299175,1,New York,7041,1920,"New York, NY, USA",40.7127753,-74.0059728
688894.5581520521,520848.0215347835,2,Chicago,2859,1920,"Chicago, IL, USA",41.8781136,-87.6297982
1750159.3590360114,467500.28292565123,3,Philadelphia,2072,1920,"Philadelphia, PA, USA",39.9525839,-75.1652215
2017891.0935164597,810721.5487696491,4,Boston,1366,1920,"Boston, MA, USA",42.3600825,-71.0588801
1057362.9018611417,613370.7849437178,5,Detroit,1071,1920,"Detroit, MI, USA",42.331427,-83.0457538
499943.2577844952,141578.9028524153,6,St. Louis,859,1920,"St. Louis, MO, USA",38.6270025,-90.19940419999999
1180833.0887593785,537148.6327121885,7,Cleveland,834,1920,"Cleveland, OH, USA",41.49932,-81.6943605
1339643.7539514583,442625.07253996487,8,Pittsburgh,775,1920,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864
-2275432.307784675,349152.707042558,9,San Francisco,771,1920,"San Francisco, CA, USA",37.7749295,-122.4194155
1645401.3846196022,369094.44625939615,10,Baltimore,753,1920,"Baltimore, MD, USA",39.2903848,-76.6121893
-2019682.8348270983,-148521.17823670604,11,Los Angeles,682,1920,"Los Angeles, CA, USA",34.0522342,-118.2436849
215403.25513338376,839558.563352418,12,Minneapolis,626,1920,"Minneapolis, MN, USA",44.977753,-93.2650108
1383166.0954311108,728166.9433833254,13,Buffalo,539,1920,"Buffalo, NY, USA",42.88644679999999,-78.8783689
655140.6668297618,648176.321968156,14,Milwaukee,478,1920,"Milwaukee, WI, USA",43.0389025,-87.9064736
981897.663930694,239101.6451391023,15,Cincinnati,470,1920,"Cincinnati, OH, USA",39.1031182,-84.5120196
1618357.9362595072,319724.89159618074,16,"Washington, DC",467,1920,"Washington, DC, USA",38.9071923,-77.0368707
121789.91892274926,180212.1714247109,17,Kansas City,455,1920,"Kansas City, MO, USA",39.0997265,-94.5785667
571370.0657730749,-825013.831012461,18,New Orleans,393,1920,"New Orleans, LA, USA",29.95106579999999,-90.0715323
-1967988.7558297361,1402325.283045373,19,Seattle,334,1920,"Seattle, WA, USA",47.6062095,-122.3320708
834044.9823476496,297467.0646773764,20,Indianapolis,323,1920,"Indianapolis, IN, USA",39.768403,-86.158068
1826306.8215123028,572323.5961299175,1,New York,8667,1930,"New York, NY, USA",40.7127753,-74.0059728
688894.5581520521,520848.0215347835,2,Chicago,3718,1930,"Chicago, IL, USA",41.8781136,-87.6297982
1750159.3590360114,467500.28292565123,3,Philadelphia,2264,1930,"Philadelphia, PA, USA",39.9525839,-75.1652215
1057362.9018611417,613370.7849437178,4,Detroit,1721,1930,"Detroit, MI, USA",42.331427,-83.0457538
-2019682.8348270983,-148521.17823670604,5,Los Angeles,1617,1930,"Los Angeles, CA, USA",34.0522342,-118.2436849
2017891.0935164597,810721.5487696491,6,Boston,1479,1930,"Boston, MA, USA",42.3600825,-71.0588801
-2275432.307784675,349152.707042558,7,San Francisco,996,1930,"San Francisco, CA, USA",37.7749295,-122.4194155
1180833.0887593785,537148.6327121885,8,Cleveland,976,1930,"Cleveland, OH, USA",41.49932,-81.6943605
1339643.7539514583,442625.07253996487,9,Pittsburgh,960,1930,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864
499943.2577844952,141578.9028524153,10,St. Louis,950,1930,"St. Louis, MO, USA",38.6270025,-90.19940419999999
1645401.3846196022,369094.44625939615,11,Baltimore,836,1930,"Baltimore, MD, USA",39.2903848,-76.6121893
215403.25513338376,839558.563352418,12,Minneapolis,753,1930,"Minneapolis, MN, USA",44.977753,-93.2650108
1383166.0954311108,728166.9433833254,13,Buffalo,620,1930,"Buffalo, NY, USA",42.88644679999999,-78.8783689
655140.6668297618,648176.321968156,14,Milwaukee,615,1930,"Milwaukee, WI, USA",43.0389025,-87.9064736
981897.663930694,239101.6451391023,15,Cincinnati,580,1930,"Cincinnati, OH, USA",39.1031182,-84.5120196
121789.91892274926,180212.1714247109,16,Kansas City,561,1930,"Kansas City, MO, USA",39.0997265,-94.5785667
1618357.9362595072,319724.89159618074,17,"Washington, DC",527,1930,"Washington, DC, USA",38.9071923,-77.0368707
571370.0657730749,-825013.831012461,18,New Orleans,469,1930,"New Orleans, LA, USA",29.95106579999999,-90.0715323
-1967988.7558297361,1402325.283045373,19,Seattle,390,1930,"Seattle, WA, USA",47.6062095,-122.3320708
834044.9823476496,297467.0646773764,20,Indianapolis,379,1930,"Indianapolis, IN, USA",39.768403,-86.158068
1826306.8215123028,572323.5961299175,1,New York,10135,1940,"New York, NY, USA",40.7127753,-74.0059728
688894.5581520521,520848.0215347835,2,Chicago,4210,1940,"Chicago, IL, USA",41.8781136,-87.6297982
1750159.3590360114,467500.28292565123,3,Philadelphia,2538,1940,"Philadelphia, PA, USA",39.9525839,-75.1652215
-2019682.8348270983,-148521.17823670604,4,Los Angeles,2268,1940,"Los Angeles, CA, USA",34.0522342,-118.2436849
1057362.9018611417,613370.7849437178,5,Detroit,2041,1940,"Detroit, MI, USA",42.331427,-83.0457538
2017891.0935164597,810721.5487696491,6,Boston,1746,1940,"Boston, MA, USA",42.3600825,-71.0588801
-2275432.307784675,349152.707042558,7,San Francisco,1156,1940,"San Francisco, CA, USA",37.7749295,-122.4194155
1339643.7539514583,442625.07253996487,8,Pittsburgh,1134,1940,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864
499943.2577844952,141578.9028524153,9,St. Louis,1102,1940,"St. Louis, MO, USA",38.6270025,-90.19940419999999
1180833.0887593785,537148.6327121885,10,Cleveland,1079,1940,"Cleveland, OH, USA",41.49932,-81.6943605
1645401.3846196022,369094.44625939615,11,Baltimore,992,1940,"Baltimore, MD, USA",39.2903848,-76.6121893
215403.25513338376,839558.563352418,12,Minneapolis,886,1940,"Minneapolis, MN, USA",44.977753,-93.2650108
1618357.9362595072,319724.89159618074,13,"Washington, DC",800,1940,"Washington, DC, USA",38.9071923,-77.0368707
1383166.0954311108,728166.9433833254,14,Buffalo,708,1940,"Buffalo, NY, USA",42.88644679999999,-78.8783689
655140.6668297618,648176.321968156,15,Milwaukee,705,1940,"Milwaukee, WI, USA",43.0389025,-87.9064736
121789.91892274926,180212.1714247109,16,Kansas City,632,1940,"Kansas City, MO, USA",39.0997265,-94.5785667
981897.663930694,239101.6451391023,17,Cincinnati,559,1940,"Cincinnati, OH, USA",39.1031182,-84.5120196
571370.0657730749,-825013.831012461,18,New Orleans,557,1940,"New Orleans, LA, USA",29.95106579999999,-90.0715323
60915.95181496324,-863788.1702220629,19,Houston,471,1940,"Houston, TX, USA",29.7604267,-95.3698028
-1967988.7558297361,1402325.283045373,20,Seattle,451,1940,"Seattle, WA, USA",47.6062095,-122.3320708
1826306.8215123028,572323.5961299175,1,New York,12604,1950,"New York, NY, USA",40.7127753,-74.0059728
688894.5581520521,520848.0215347835,2,Chicago,5208,1950,"Chicago, IL, USA",41.8781136,-87.6297982
-2019682.8348270983,-148521.17823670604,3,Los Angeles,4250,1950,"Los Angeles, CA, USA",34.0522342,-118.2436849
1750159.3590360114,467500.28292565123,4,Philadelphia,3297,1950,"Philadelphia, PA, USA",39.9525839,-75.1652215
1057362.9018611417,613370.7849437178,5,Detroit,2884,1950,"Detroit, MI, USA",42.331427,-83.0457538
2017891.0935164597,810721.5487696491,6,Boston,2301,1950,"Boston, MA, USA",42.3600825,-71.0588801
-2275432.307784675,349152.707042558,7,San Francisco,2131,1950,"San Francisco, CA, USA",37.7749295,-122.4194155
499943.2577844952,141578.9028524153,8,St. Louis,1541,1950,"St. Louis, MO, USA",38.6270025,-90.19940419999999
1180833.0887593785,537148.6327121885,9,Cleveland,1425,1950,"Cleveland, OH, USA",41.49932,-81.6943605
1339643.7539514583,442625.07253996487,10,Pittsburgh,1400,1950,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864
1618357.9362595072,319724.89159618074,11,"Washington, DC",1287,1950,"Washington, DC, USA",38.9071923,-77.0368707
1645401.3846196022,369094.44625939615,12,Baltimore,1162,1950,"Baltimore, MD, USA",39.2903848,-76.6121893
215403.25513338376,839558.563352418,13,Minneapolis,987,1950,"Minneapolis, MN, USA",44.977753,-93.2650108
1383166.0954311108,728166.9433833254,14,Buffalo,895,1950,"Buffalo, NY, USA",42.88644679999999,-78.8783689
-74223.63229834811,-528101.4808847788,15,Dallas,855,1950,"Dallas, TX, USA",32.7766642,-96.79698789999999
655140.6668297618,648176.321968156,16,Milwaukee,829,1950,"Milwaukee, WI, USA",43.0389025,-87.9064736
981897.663930694,239101.6451391023,17,Cincinnati,813,1950,"Cincinnati, OH, USA",39.1031182,-84.5120196
60915.95181496324,-863788.1702220629,18,Houston,701,1950,"Houston, TX, USA",29.7604267,-95.3698028
121789.91892274926,180212.1714247109,19,Kansas City,698,1950,"Kansas City, MO, USA",39.0997265,-94.5785667
571370.0657730749,-825013.831012461,20,New Orleans,660,1950,"New Orleans, LA, USA",29.95106579999999,-90.0715323
1826306.8215123028,572323.5961299175,1,New York,14437,1960,"New York, NY, USA",40.7127753,-74.0059728
-2019682.8348270983,-148521.17823670604,2,Los Angeles,6805,1960,"Los Angeles, CA, USA",34.0522342,-118.2436849
688894.5581520521,520848.0215347835,3,Chicago,6377,1960,"Chicago, IL, USA",41.8781136,-87.6297982
1750159.3590360114,467500.28292565123,4,Philadelphia,3989,1960,"Philadelphia, PA, USA",39.9525839,-75.1652215
1057362.9018611417,613370.7849437178,5,Detroit,3750,1960,"Detroit, MI, USA",42.331427,-83.0457538
-2275432.307784675,349152.707042558,6,San Francisco,2607,1960,"San Francisco, CA, USA",37.7749295,-122.4194155
2017891.0935164597,810721.5487696491,7,Boston,2501,1960,"Boston, MA, USA",42.3600825,-71.0588801
1339643.7539514583,442625.07253996487,8,Pittsburgh,2105,1960,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864
1618357.9362595072,319724.89159618074,9,"Washington, DC",1905,1960,"Washington, DC, USA",38.9071923,-77.0368707
499943.2577844952,141578.9028524153,10,St. Louis,1864,1960,"St. Louis, MO, USA",38.6270025,-90.19940419999999
1180833.0887593785,537148.6327121885,11,Cleveland,1785,1960,"Cleveland, OH, USA",41.49932,-81.6943605
-74223.63229834811,-528101.4808847788,12,Dallas,1435,1960,"Dallas, TX, USA",32.7766642,-96.79698789999999
1645401.3846196022,369094.44625939615,13,Baltimore,1419,1960,"Baltimore, MD, USA",39.2903848,-76.6121893
215403.25513338376,839558.563352418,14,Minneapolis,1377,1960,"Minneapolis, MN, USA",44.977753,-93.2650108
1594078.776391023,-1172318.3128230455,15,Miami,1173,1960,"Miami, FL, USA",25.7616798,-80.1917902
655140.6668297618,648176.321968156,16,Milwaukee,1150,1960,"Milwaukee, WI, USA",43.0389025,-87.9064736
60915.95181496324,-863788.1702220629,17,Houston,1140,1960,"Houston, TX, USA",29.7604267,-95.3698028
1383166.0954311108,728166.9433833254,18,Buffalo,1054,1960,"Buffalo, NY, USA",42.88644679999999,-78.8783689
981897.663930694,239101.6451391023,19,Cincinnati,994,1960,"Cincinnati, OH, USA",39.1031182,-84.5120196
121789.91892274926,180212.1714247109,20,Kansas City,921,1960,"Kansas City, MO, USA",39.0997265,-94.5785667
1826306.8215123028,572323.5961299175,1,New York,16193,1970,"New York, NY, USA",40.7127753,-74.0059728
-2019682.8348270983,-148521.17823670604,2,Los Angeles,7984,1970,"Los Angeles, CA, USA",34.0522342,-118.2436849
688894.5581520521,520848.0215347835,3,Chicago,7164,1970,"Chicago, IL, USA",41.8781136,-87.6297982
1750159.3590360114,467500.28292565123,4,Philadelphia,4419,1970,"Philadelphia, PA, USA",39.9525839,-75.1652215
1057362.9018611417,613370.7849437178,5,Detroit,4085,1970,"Detroit, MI, USA",42.331427,-83.0457538
-2275432.307784675,349152.707042558,6,San Francisco,3049,1970,"San Francisco, CA, USA",37.7749295,-122.4194155
2017891.0935164597,810721.5487696491,7,Boston,2703,1970,"Boston, MA, USA",42.3600825,-71.0588801
1618357.9362595072,319724.89159618074,8,"Washington, DC",2671,1970,"Washington, DC, USA",38.9071923,-77.0368707
1339643.7539514583,442625.07253996487,9,Pittsburgh,2124,1970,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864
499943.2577844952,141578.9028524153,10,St. Louis,2123,1970,"St. Louis, MO, USA",38.6270025,-90.19940419999999
-74223.63229834811,-528101.4808847788,11,Dallas,2016,1970,"Dallas, TX, USA",32.7766642,-96.79698789999999
1180833.0887593785,537148.6327121885,12,Cleveland,1960,1970,"Cleveland, OH, USA",41.49932,-81.6943605
1594078.776391023,-1172318.3128230455,13,Miami,1834,1970,"Miami, FL, USA",25.7616798,-80.1917902
215403.25513338376,839558.563352418,14,Minneapolis,1701,1970,"Minneapolis, MN, USA",44.977753,-93.2650108
60915.95181496324,-863788.1702220629,15,Houston,1678,1970,"Houston, TX, USA",29.7604267,-95.3698028
1645401.3846196022,369094.44625939615,16,Baltimore,1580,1970,"Baltimore, MD, USA",39.2903848,-76.6121893
655140.6668297618,648176.321968156,17,Milwaukee,1252,1970,"Milwaukee, WI, USA",43.0389025,-87.9064736
-1967988.7558297361,1402325.283045373,18,Seattle,1238,1970,"Seattle, WA, USA",47.6062095,-122.3320708
-1956014.3604715348,-316531.9508354352,19,San Diego,1198,1970,"San Diego, CA, USA",32.715738,-117.1610838
1065521.7068711903,-354678.3987264299,20,Atlanta,1172,1970,"Atlanta, GA, USA",33.7489954,-84.3879824
1826306.8215123028,572323.5961299175,1,New York,16500,1980,"New York, NY, USA",40.7127753,-74.0059728
-2019682.8348270983,-148521.17823670604,2,Los Angeles,10841,1980,"Los Angeles, CA, USA",34.0522342,-118.2436849
688894.5581520521,520848.0215347835,3,Chicago,7325,1980,"Chicago, IL, USA",41.8781136,-87.6297982
1750159.3590360114,467500.28292565123,4,Philadelphia,4830,1980,"Philadelphia, PA, USA",39.9525839,-75.1652215
1057362.9018611417,613370.7849437178,5,Detroit,4214,1980,"Detroit, MI, USA",42.331427,-83.0457538
-2275432.307784675,349152.707042558,6,San Francisco,4185,1980,"San Francisco, CA, USA",37.7749295,-122.4194155
2017891.0935164597,810721.5487696491,7,Boston,3064,1980,"Boston, MA, USA",42.3600825,-71.0588801
1618357.9362595072,319724.89159618074,8,"Washington, DC",2912,1980,"Washington, DC, USA",38.9071923,-77.0368707
60915.95181496324,-863788.1702220629,9,Houston,2757,1980,"Houston, TX, USA",29.7604267,-95.3698028
-74223.63229834811,-528101.4808847788,10,Dallas,2713,1980,"Dallas, TX, USA",32.7766642,-96.79698789999999
1594078.776391023,-1172318.3128230455,11,Miami,2616,1980,"Miami, FL, USA",25.7616798,-80.1917902
499943.2577844952,141578.9028524153,12,St. Louis,1849,1980,"St. Louis, MO, USA",38.6270025,-90.19940419999999
1339643.7539514583,442625.07253996487,13,Pittsburgh,1810,1980,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864
215403.25513338376,839558.563352418,14,Minneapolis,1788,1980,"Minneapolis, MN, USA",44.977753,-93.2650108
1645401.3846196022,369094.44625939615,15,Baltimore,1755,1980,"Baltimore, MD, USA",39.2903848,-76.6121893
1180833.0887593785,537148.6327121885,16,Cleveland,1752,1980,"Cleveland, OH, USA",41.49932,-81.6943605
-1956014.3604715348,-316531.9508354352,17,San Diego,1704,1980,"San Diego, CA, USA",32.715738,-117.1610838
1065521.7068711903,-354678.3987264299,18,Atlanta,1613,1980,"Atlanta, GA, USA",33.7489954,-84.3879824
-1477246.670723852,-328205.37892933463,19,Phoenix,1409,1980,"Phoenix, AZ, USA",33.4483771,-112.0740373
-1967988.7558297361,1402325.283045373,20,Seattle,1392,1980,"Seattle, WA, USA",47.6062095,-122.3320708
1826306.8215123028,572323.5961299175,1,New York,16754,1990,"New York, NY, USA",40.7127753,-74.0059728
-2019682.8348270983,-148521.17823670604,2,Los Angeles,13522,1990,"Los Angeles, CA, USA",34.0522342,-118.2436849
688894.5581520521,520848.0215347835,3,Chicago,7373,1990,"Chicago, IL, USA",41.8781136,-87.6297982
-2275432.307784675,349152.707042558,4,San Francisco,5386,1990,"San Francisco, CA, USA",37.7749295,-122.4194155
1750159.3590360114,467500.28292565123,5,Philadelphia,4970,1990,"Philadelphia, PA, USA",39.9525839,-75.1652215
1594078.776391023,-1172318.3128230455,6,Miami,3948,1990,"Miami, FL, USA",25.7616798,-80.1917902
1057362.9018611417,613370.7849437178,7,Detroit,3698,1990,"Detroit, MI, USA",42.331427,-83.0457538
1618357.9362595072,319724.89159618074,8,"Washington, DC",3363,1990,"Washington, DC, USA",38.9071923,-77.0368707
2017891.0935164597,810721.5487696491,9,Boston,3355,1990,"Boston, MA, USA",42.3600825,-71.0588801
-74223.63229834811,-528101.4808847788,10,Dallas,3265,1990,"Dallas, TX, USA",32.7766642,-96.79698789999999
60915.95181496324,-863788.1702220629,11,Houston,3088,1990,"Houston, TX, USA",29.7604267,-95.3698028
-1967988.7558297361,1402325.283045373,12,Seattle,2354,1990,"Seattle, WA, USA",47.6062095,-122.3320708
-1956014.3604715348,-316531.9508354352,13,San Diego,2348,1990,"San Diego, CA, USA",32.715738,-117.1610838
1065521.7068711903,-354678.3987264299,14,Atlanta,2158,1990,"Atlanta, GA, USA",33.7489954,-84.3879824
215403.25513338376,839558.563352418,15,Minneapolis,2080,1990,"Minneapolis, MN, USA",44.977753,-93.2650108
-1477246.670723852,-328205.37892933463,16,Phoenix,2006,1990,"Phoenix, AZ, USA",33.4483771,-112.0740373
499943.2577844952,141578.9028524153,17,St. Louis,1947,1990,"St. Louis, MO, USA",38.6270025,-90.19940419999999
1645401.3846196022,369094.44625939615,18,Baltimore,1890,1990,"Baltimore, MD, USA",39.2903848,-76.6121893
1339643.7539514583,442625.07253996487,19,Pittsburgh,1744,1990,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864
1333102.2621562947,-969133.3137494511,20,Tampa,1709,1990,"Tampa, FL, USA",27.950575,-82.4571776
1826306.8215123028,572323.5961299175,1,New York,18689,2e3,"New York, NY, USA",40.7127753,-74.0059728
-2019682.8348270983,-148521.17823670604,2,Los Angeles,14661,2e3,"Los Angeles, CA, USA",34.0522342,-118.2436849
688894.5581520521,520848.0215347835,3,Chicago,8419,2e3,"Chicago, IL, USA",41.8781136,-87.6297982
-2275432.307784675,349152.707042558,4,San Francisco,5973,2e3,"San Francisco, CA, USA",37.7749295,-122.4194155
1750159.3590360114,467500.28292565123,5,Philadelphia,5418,2e3,"Philadelphia, PA, USA",39.9525839,-75.1652215
1594078.776391023,-1172318.3128230455,6,Miami,4919,2e3,"Miami, FL, USA",25.7616798,-80.1917902
-74223.63229834811,-528101.4808847788,7,Dallas,4445,2e3,"Dallas, TX, USA",32.7766642,-96.79698789999999
60915.95181496324,-863788.1702220629,8,Houston,4063,2e3,"Houston, TX, USA",29.7604267,-95.3698028
2017891.0935164597,810721.5487696491,9,Boston,4032,2e3,"Boston, MA, USA",42.3600825,-71.0588801
1618357.9362595072,319724.89159618074,10,"Washington, DC",3934,2e3,"Washington, DC, USA",38.9071923,-77.0368707
1057362.9018611417,613370.7849437178,11,Detroit,3903,2e3,"Detroit, MI, USA",42.331427,-83.0457538
1065521.7068711903,-354678.3987264299,12,Atlanta,3500,2e3,"Atlanta, GA, USA",33.7489954,-84.3879824
-1967988.7558297361,1402325.283045373,13,Seattle,3018,2e3,"Seattle, WA, USA",47.6062095,-122.3320708
-1477246.670723852,-328205.37892933463,14,Phoenix,2975,2e3,"Phoenix, AZ, USA",33.4483771,-112.0740373
-1956014.3604715348,-316531.9508354352,15,San Diego,2674,2e3,"San Diego, CA, USA",32.715738,-117.1610838
215403.25513338376,839558.563352418,16,Minneapolis,2389,2e3,"Minneapolis, MN, USA",44.977753,-93.2650108
1645401.3846196022,369094.44625939615,17,Baltimore,2251,2e3,"Baltimore, MD, USA",39.2903848,-76.6121893
-762404.5258468153,287060.93975622044,18,Denver,2231,2e3,"Denver, CO, USA",39.7392358,-104.990251
499943.2577844952,141578.9028524153,19,St. Louis,2078,2e3,"St. Louis, MO, USA",38.6270025,-90.19940419999999
1333102.2621562947,-969133.3137494511,20,Tampa,2062,2e3,"Tampa, FL, USA",27.950575,-82.4571776
1826306.8215123028,572323.5961299175,1,New York,20009,2010,"New York, NY, USA",40.7127753,-74.0059728
-2019682.8348270983,-148521.17823670604,2,Los Angeles,15750,2010,"Los Angeles, CA, USA",34.0522342,-118.2436849
688894.5581520521,520848.0215347835,3,Chicago,9023,2010,"Chicago, IL, USA",41.8781136,-87.6297982
-2275432.307784675,349152.707042558,4,San Francisco,6828,2010,"San Francisco, CA, USA",37.7749295,-122.4194155
1750159.3590360114,467500.28292565123,5,Philadelphia,6003,2010,"Philadelphia, PA, USA",39.9525839,-75.1652215
-74223.63229834811,-528101.4808847788,6,Dallas,5685,2010,"Dallas, TX, USA",32.7766642,-96.79698789999999
1594078.776391023,-1172318.3128230455,7,Miami,5513,2010,"Miami, FL, USA",25.7616798,-80.1917902
60915.95181496324,-863788.1702220629,8,Houston,5382,2010,"Houston, TX, USA",29.7604267,-95.3698028
1065521.7068711903,-354678.3987264299,9,Atlanta,4743,2010,"Atlanta, GA, USA",33.7489954,-84.3879824
1618357.9362595072,319724.89159618074,10,"Washington, DC",4697,2010,"Washington, DC, USA",38.9071923,-77.0368707
2017891.0935164597,810721.5487696491,11,Boston,4407,2010,"Boston, MA, USA",42.3600825,-71.0588801
1057362.9018611417,613370.7849437178,12,Detroit,4160,2010,"Detroit, MI, USA",42.331427,-83.0457538
-1477246.670723852,-328205.37892933463,13,Phoenix,3863,2010,"Phoenix, AZ, USA",33.4483771,-112.0740373
-1967988.7558297361,1402325.283045373,14,Seattle,3446,2010,"Seattle, WA, USA",47.6062095,-122.3320708
-1956014.3604715348,-316531.9508354352,15,San Diego,2985,2010,"San Diego, CA, USA",32.715738,-117.1610838
-762404.5258468153,287060.93975622044,16,Denver,2716,2010,"Denver, CO, USA",39.7392358,-104.990251
215403.25513338376,839558.563352418,17,Minneapolis,2651,2010,"Minneapolis, MN, USA",44.977753,-93.2650108
1645401.3846196022,369094.44625939615,18,Baltimore,2497,2010,"Baltimore, MD, USA",39.2903848,-76.6121893
1333102.2621562947,-969133.3137494511,19,Tampa,2442,2010,"Tampa, FL, USA",27.950575,-82.4571776
499943.2577844952,141578.9028524153,20,St. Louis,2246,2010,"St. Louis, MO, USA",38.6270025,-90.19940419999999
