X,Y
-122.45367406430049,38.22113886578659
-122.43355423659833,38.15018742475554
-122.40076496753127,38.30413931933418
-122.45308908277336,38.34811488228626
-122.43341076501184,38.300374525486475
-122.43702401736851,38.33928292605531
-122.46386864885139,38.26690825973239
-122.45167793450464,38.27124412342021
-122.45285591769668,38.26683434376047
-122.4521254892482,38.27315071760086
-122.43887304874022,38.27970118373046
-122.46601015931145,38.29076849718745
-122.44996460783156,38.284074909511155
-122.54632051557115,38.280094758930005
-122.52979639259898,38.28570572455073
-122.46938734075975,38.269665673652014
-122.56285191946753,38.32364978850198
-122.48868903823423,38.301854735904016
-122.4828129007011,38.29455366815248
-122.48012179280661,38.29384869671058
-122.48616751024909,38.300403647406284
-122.49381885413801,38.317946744260425
-122.48054714336661,38.29476425241504
-122.50615101449809,38.33976462334198
-122.5032521869515,38.33479356526685
-122.48000002083845,38.30560610198939
-122.49570169599507,38.34109026978769
-122.48835320495233,38.32487442886509
-122.49591596504027,38.33718761554006
-122.46521044202787,38.348177054603624
-122.45915095119213,38.32927339709086
-122.46747333191905,38.35291518640594
-122.4615263721628,38.32858234296358
-122.48218469726767,38.40165407956214
-122.49831188386418,38.40462921970442
-122.49051043853025,38.36550321074937
-122.48918175917552,38.45161345533669
-122.56320879873381,38.372780226725375
-122.61743443112127,38.24046736151861
-122.61772347384905,38.23899258187625
-122.61863985910264,38.24241228883211
-122.6179471338158,38.23576911220226
-122.61670740809035,38.24470575268904
-122.59860116759405,38.24371913014974
-122.61277547501618,38.2487308763008
-122.60460428661172,38.23873412522055
-122.62936792937059,38.251821128221835
-122.6308649192997,38.25249977869373
-122.60904983186497,38.25931902996884
-122.62098868811488,38.24240656387071
-122.60480150759875,38.26073005068243
-122.60552795334385,38.260189448239196
-122.62944856205523,38.25082501391529
-122.62730112741953,38.270731587193744
-122.66406646450844,38.27296976843174
-122.62531457107862,38.26481040316415
-122.63865384550651,38.28408915118124
-122.63914437755093,38.275787459009045
-122.65087649041187,38.2604531253977
-122.65187452580754,38.2670821875221
-122.64274870280013,38.26031738026598
-122.65102549904773,38.26096982125432
-122.64026095898878,38.26724294978443
-122.64220776860948,38.268729175282274
-122.64044404337034,38.263549671618186
-122.59096609495522,38.244588056183
-122.58685995954825,38.23595821182569
-122.59336618935286,38.23795295119829
-122.58720629653568,38.23501196687885
-122.59879273770325,38.247228246528515
-122.47929407216675,38.139261678295355
-122.51478577259554,38.14867606100538
-122.47035438482317,38.128021994878125
-122.62943149477142,38.244348230372715
-122.63159160601518,38.240539639485554
-122.62675035742961,38.23413617011842
-122.62476630431514,38.236878228199046
-122.63021104815004,38.22366146679655
-122.61520771618024,38.205545162356465
-122.61891396192195,38.195162309976396
-122.62325199281595,38.20357694489094
-122.69804067193084,38.20112977441646
-122.6596265276717,38.20233261935781
-122.6439247187246,38.23136631638524
-122.68138280905427,38.203262064312526
-122.66601468231177,38.21126070845289
-122.62868284523131,38.246952980375376
-122.64793537485221,38.252860660918756
-122.63781729159219,38.23974403895708
-122.64100646983381,38.250977016591875
-122.64520384496079,38.242287789133385
-122.65649978180437,38.244363472850395
-122.65162909410982,38.253723697336135
-122.64860407359689,38.251256578197086
-122.68109577228248,38.24650293710679
-122.67384815867666,38.25866672504847
-122.67853613163706,38.274841057159406
-122.78532229704147,38.27021084563471
-122.76956244160432,38.301710822039475
-122.77431963267186,38.26935373928435
-122.79269086555864,38.27043191313944
-122.77256176755787,38.265541120229464
-122.7223211371221,38.32592882413013
-122.66074396380711,38.30776995583124
-122.72594727669228,38.35272359049683
-122.73704024196455,38.33575458891078
-122.67373397329888,38.27717602948404
-122.68311622255418,38.30505514246058
-122.71284632427455,38.30802991858086
-122.68969143963072,38.322691202813175
-122.6963773986255,38.317284268039366
-122.69799340345209,38.319718631709414
-122.68434139330951,38.31819041135837
-122.6992976436299,38.31597424786243
-122.71439367273892,38.31808517137097
-122.71388978893731,38.31184231956702
-122.70692630702345,38.33516476460261
-122.70210204059718,38.33446368353129
-122.70267040476664,38.33633778204813
-122.69802724010798,38.338388049961566
-122.70649247070106,38.345543574351275
-122.70170439822002,38.344590237133225
-122.7063603491447,38.33651377903342
-122.70830579645518,38.33752982329862
-122.71098724102704,38.348197160614305
-122.70326427825118,38.35040111784587
-122.69440176107527,38.348494903316315
-122.6995519880582,38.34804188257102
-122.69791969817624,38.34734607255627
-122.70936481989015,38.37398703727816
-122.69869490647675,38.37804703197036
-122.68690902337107,38.36555563029396
-122.69497881175896,38.37701041258603
-122.69108955871957,38.36579473999593
-122.69003777571729,38.35722208006576
-122.69641910705725,38.35319031170645
-122.6912274178397,38.35151049463733
-122.69586738571097,38.354641580037
-122.64717946798042,38.32598474301076
-122.62056094746958,38.337811445788866
-122.64483530443547,38.33925869575801
-122.60531997561722,38.35525653948185
-122.65660094860945,38.31973021731138
-122.68604724438948,38.33571304035798
-122.66870701931367,38.3365264461277
-122.68052640799775,38.33784102669949
-122.66701665674462,38.34077048001242
-122.69187843040928,38.339074003043386
-122.67421669315681,38.320866415074036
-122.670059410396,38.32338944849855
-122.68088335666461,38.32085016747227
-122.66722021285739,38.32490531165249
-122.66738589411857,38.332509651850984
-122.68472962805019,38.32496758412843
-122.69060750638778,38.395680579386095
-122.69316715417494,38.4329852542472
-122.69102729997375,38.40212607852144
-122.67802788831308,38.41035952218236
-122.68334115754105,38.389275333644406
-122.68831924263566,38.428179436781676
-122.68056642338644,38.38970805302563
-122.70302681559548,38.38825311522807
-122.7135602379287,38.37942904680121
-122.71606955815777,38.393051100669105
-122.70464815466337,38.411602029272224
-122.69558821335502,38.386891356896584
-122.71269999946365,38.382333220505096
-122.69754168821541,38.396252052569736
-122.70825915704992,38.41176549114858
-122.7044246669832,38.38729716852926
-122.68163147501222,38.38142470676471
-122.65952789430443,38.38836212797953
-122.67148642624588,38.38098571148307
-122.66236833535632,38.36257595419495
-122.64328822275523,38.37230664530177
-122.65442327073092,38.36852507229901
-122.64620184083323,38.41120704655383
-122.65356841781295,38.42743633879558
-122.64553628218235,38.41061149757886
-122.66278165460491,38.43389990416575
-122.66287579221745,38.43105853741045
-122.6624879009685,38.434955090861486
-122.56964176333497,38.47565320760096
-122.59108838082707,38.43588130894959
-122.6161082578662,38.41471757986176
-122.59066159328113,38.401854467261195
-122.62838846686888,38.43758063679742
-122.65331889214262,38.44824698349671
-122.66713227442648,38.44751869205157
-122.68627308295568,38.448218474024436
-122.67385618637758,38.45236287205344
-122.68776353629215,38.44931864384246
-122.67381638412148,38.45403520029118
-122.69843396693366,38.44247586501004
-122.69941581879664,38.43910713835874
-122.6990196765739,38.43675148176516
-122.69723072183328,38.43972112764011
-122.688769387884,38.44689010006171
-122.70372939920384,38.437297665084955
-122.71228162891045,38.43465487835173
-122.6996086011544,38.434255539316396
-122.71560867025615,38.43964101953863
-122.71743377061091,38.46000506347728
-122.71912914098614,38.45093957084973
-122.72916040235688,38.4712538071135
-122.71560241562888,38.45141919236989
-122.70824871348356,38.454003749305414
-122.71126707936227,38.458740923428344
-122.67033666072693,38.465381696327455
-122.67333986113995,38.479186677407405
-122.66739805978654,38.46340591510836
-122.673344831688,38.480697512478685
-122.67386504595449,38.4574315785919
-122.68135128965761,38.455229435083346
-122.70351076983631,38.44598398525714
-122.70071525061097,38.45012917039073
-122.70917258628126,38.44795274263672
-122.70386125105311,38.455329537753194
-122.69052151237533,38.450359824562995
-122.69129141547391,38.4664553444605
-122.70975244473144,38.465494837523444
-122.70389584169992,38.47858051241371
-122.7216455638146,38.506735224740865
-122.7122089529966,38.49996973207906
-122.71857851351858,38.471302651864434
-122.7288975780697,38.475297228531176
-122.70316802184534,38.505777244846705
-122.70290963692158,38.49400456856192
-122.72783379695495,38.49349683316237
-122.69737411951272,38.47969062568364
-122.67911554900631,38.47850938228263
-122.65622137036587,38.471987484641936
-122.65020228804445,38.46328945495888
-122.64555627348258,38.461549417244534
-122.66489023577037,38.465099876213785
-122.6627490903669,38.476468445140675
-122.66530274937695,38.4757109226342
-122.66304196155878,38.4781600708304
-122.7019341608137,38.5045665469517
-122.67038600754317,38.551626214473686
-122.62612253880567,38.564363956329125
-122.62813370637775,38.5576434174406
